,puma,above_lw,below_lw,above_pov,below_pov,pct_below_lw,pct_below_pov,code,name_x,flag,Unnamed: 3,Unnamed: 4,Unnamed: 5,state_fips,puma_short,name_y
393,61305,38569.0,3511.0,40374.0,1706.0,0.0834363117871,0.0405418250951,06 01305,Contra Costa County (South)--San Ramon City & Danville Town ,1,,,,6,1305,ca
395,61305,38569.0,3511.0,40374.0,1706.0,0.0834363117871,0.0405418250951,06 01305,Contra Costa County (South)--San Ramon City & Danville Town ,1,,,,6,1305,ca
394,61305,38569.0,3511.0,40374.0,1706.0,0.0834363117871,0.0405418250951,06 01305,Contra Costa County (South)--San Ramon City & Danville Town ,1,,,,6,1305,ca
5918,482003,38871.0,3904.0,41496.0,1279.0,0.091268264173,0.0299006428989,48 02003,Denton County (South Central)--Flower Mound Town & Highland Village City ,1,,,,48,2003,tx
5917,482003,38871.0,3904.0,41496.0,1279.0,0.091268264173,0.0299006428989,48 02003,Denton County (South Central)--Flower Mound Town & Highland Village City ,1,,,,48,2003,tx
5916,482003,38871.0,3904.0,41496.0,1279.0,0.091268264173,0.0299006428989,48 02003,Denton County (South Central)--Flower Mound Town & Highland Village City ,1,,,,48,2003,tx
2213,173009,36246.0,3951.0,39509.0,688.0,0.0982909172326,0.0171157051521,17 03009,Kane County (West) ,1,,,,17,3009,il
2212,173009,36246.0,3951.0,39509.0,688.0,0.0982909172326,0.0171157051521,17 03009,Kane County (West) ,1,,,,17,3009,il
2211,173009,36246.0,3951.0,39509.0,688.0,0.0982909172326,0.0171157051521,17 03009,Kane County (West) ,1,,,,17,3009,il
1224,8822,30687.0,3720.0,33468.0,939.0,0.108117534223,0.0272909582352,08 00822,Douglas County (South)--Castle Rock Town ,1,,,,8,822,co
1225,8822,30687.0,3720.0,33468.0,939.0,0.108117534223,0.0272909582352,08 00822,Douglas County (South)--Castle Rock Town ,1,,,,8,822,co
1226,8822,30687.0,3720.0,33468.0,939.0,0.108117534223,0.0272909582352,08 00822,Douglas County (South)--Castle Rock Town ,1,,,,8,822,co
6793,5110702,32657.0,4219.0,36114.0,762.0,0.114410456666,0.0206638464042,51 10702,Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport ,1,,,,51,10702,va
6792,5110702,32657.0,4219.0,36114.0,762.0,0.114410456666,0.0206638464042,51 10702,Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport ,1,,,,51,10702,va
6791,5110702,32657.0,4219.0,36114.0,762.0,0.114410456666,0.0206638464042,51 10702,Loudoun County (East Central)--Ashburn (Southwest/Belmont Ridge) & Dulles Airport ,1,,,,51,10702,va
2967,241004,62102.0,8089.0,68173.0,2018.0,0.115242694932,0.0287501246599,24 01004,"Montgomery County (South)--Bethesda, Potomac & North Bethesda ",1,,,,24,1004,md
2968,241004,62102.0,8089.0,68173.0,2018.0,0.115242694932,0.0287501246599,24 01004,"Montgomery County (South)--Bethesda, Potomac & North Bethesda ",1,,,,24,1004,md
2969,241004,62102.0,8089.0,68173.0,2018.0,0.115242694932,0.0287501246599,24 01004,"Montgomery County (South)--Bethesda, Potomac & North Bethesda ",1,,,,24,1004,md
1038,68507,42422.0,5570.0,46267.0,1725.0,0.116061010168,0.0359434905818,06 08507,"Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town ",1,,,,6,8507,ca
1039,68507,42422.0,5570.0,46267.0,1725.0,0.116061010168,0.0359434905818,06 08507,"Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town ",1,,,,6,8507,ca
1040,68507,42422.0,5570.0,46267.0,1725.0,0.116061010168,0.0359434905818,06 08507,"Santa Clara County (Southwest)--Cupertino, Saratoga Cities & Los Gatos Town ",1,,,,6,8507,ca
3668,291806,36119.0,4841.0,39013.0,1947.0,0.118188476563,0.0475341796875,29 01806,St. Louis County (Central West) ,1,,,,29,1806,mo
3666,291806,36119.0,4841.0,39013.0,1947.0,0.118188476563,0.0475341796875,29 01806,St. Louis County (Central West) ,1,,,,29,1806,mo
3667,291806,36119.0,4841.0,39013.0,1947.0,0.118188476563,0.0475341796875,29 01806,St. Louis County (Central West) ,1,,,,29,1806,mo
7058,5311609,41879.0,5676.0,45504.0,2051.0,0.119356534539,0.0431290085165,53 11609,"King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities ",1,,,,53,11609,wa
7059,5311609,41879.0,5676.0,45504.0,2051.0,0.119356534539,0.0431290085165,53 11609,"King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities ",1,,,,53,11609,wa
7060,5311609,41879.0,5676.0,45504.0,2051.0,0.119356534539,0.0431290085165,53 11609,"King County (Central)--Sammamish, Issaquah, Mercer Island & Newcastle Cities ",1,,,,53,11609,wa
2616,20604,46594.0,6321.0,50945.0,1970.0,0.119455730889,0.03722951904,20 00604,Johnson County (Southeast)--Blue Valley Region ,1,,,,20,604,ks
2617,20604,46594.0,6321.0,50945.0,1970.0,0.119455730889,0.03722951904,20 00604,Johnson County (Southeast)--Blue Valley Region ,1,,,,20,604,ks
2618,20604,46594.0,6321.0,50945.0,1970.0,0.119455730889,0.03722951904,20 00604,Johnson County (Southeast)--Blue Valley Region ,1,,,,20,604,ks
5921,482004,36051.0,5023.0,39249.0,1825.0,0.122291473925,0.0444320007791,48 02004,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities ",1,,,,48,2004,tx
5920,482004,36051.0,5023.0,39249.0,1825.0,0.122291473925,0.0444320007791,48 02004,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities ",1,,,,48,2004,tx
5919,482004,36051.0,5023.0,39249.0,1825.0,0.122291473925,0.0444320007791,48 02004,"Denton County (East Central)--Frisco (West), The Colony & Little Elm Cities ",1,,,,48,2004,tx
1958,133005,44023.0,6321.0,48733.0,1611.0,0.125556173526,0.0319998410933,13 03005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) ,1,,,,13,3005,ga
1957,133005,44023.0,6321.0,48733.0,1611.0,0.125556173526,0.0319998410933,13 03005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) ,1,,,,13,3005,ga
1956,133005,44023.0,6321.0,48733.0,1611.0,0.125556173526,0.0319998410933,13 03005,Atlanta Regional Commission (Northwest)--Cobb County (Northeast) ,1,,,,13,3005,ga
6397,485915,33300.0,4796.0,36824.0,1272.0,0.12589248215,0.0333893322134,48 05915,Bexar County (North)--San Antonio City (Far North) & Timberwood Park ,1,,,,48,5915,tx
6398,485915,33300.0,4796.0,36824.0,1272.0,0.12589248215,0.0333893322134,48 05915,Bexar County (North)--San Antonio City (Far North) & Timberwood Park ,1,,,,48,5915,tx
6396,485915,33300.0,4796.0,36824.0,1272.0,0.12589248215,0.0333893322134,48 05915,Bexar County (North)--San Antonio City (Far North) & Timberwood Park ,1,,,,48,5915,tx
3133,253500,32026.0,4661.0,35419.0,1268.0,0.127047728078,0.0345626516205,25 03500,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City) ,1,,,,25,3500,ma
3132,253500,32026.0,4661.0,35419.0,1268.0,0.127047728078,0.0345626516205,25 03500,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City) ,1,,,,25,3500,ma
3134,253500,32026.0,4661.0,35419.0,1268.0,0.127047728078,0.0345626516205,25 03500,Norfolk (Northeast) & Middlesex (Southeast) Counties (West of Boston City) ,1,,,,25,3500,ma
1357,11101,34167.0,5043.0,36702.0,2508.0,0.128615149197,0.0639632746748,11 00101,District of Columbia (West) ,1,,,,11,101,dc
1358,11101,34167.0,5043.0,36702.0,2508.0,0.128615149197,0.0639632746748,11 00101,District of Columbia (West) ,1,,,,11,101,dc
1356,11101,34167.0,5043.0,36702.0,2508.0,0.128615149197,0.0639632746748,11 00101,District of Columbia (West) ,1,,,,11,101,dc
2954,24901,39509.0,5876.0,43670.0,1715.0,0.129470089237,0.0377878153575,24 00901,Howard County (West)--Columbia (West) & Ellicott City (Northwest) ,1,,,,24,901,md
2953,24901,39509.0,5876.0,43670.0,1715.0,0.129470089237,0.0377878153575,24 00901,Howard County (West)--Columbia (West) & Ellicott City (Northwest) ,1,,,,24,901,md
2952,24901,39509.0,5876.0,43670.0,1715.0,0.129470089237,0.0377878153575,24 00901,Howard County (West)--Columbia (West) & Ellicott City (Northwest) ,1,,,,24,901,md
1221,8821,39771.0,5915.0,44909.0,777.0,0.129470735017,0.0170073983277,08 00821,Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Park ,1,,,,8,821,co
1222,8821,39771.0,5915.0,44909.0,777.0,0.129470735017,0.0170073983277,08 00821,Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Park ,1,,,,8,821,co
1223,8821,39771.0,5915.0,44909.0,777.0,0.129470735017,0.0170073983277,08 00821,Douglas (West) & Jefferson (Southeast) Counties--Highlands Ranch & Chatfield Park ,1,,,,8,821,co
6774,511301,36855.0,5531.0,40091.0,2295.0,0.130491199925,0.0541452366347,51 01301,Arlington County (North) ,1,,,,51,1301,va
6775,511301,36855.0,5531.0,40091.0,2295.0,0.130491199925,0.0541452366347,51 01301,Arlington County (North) ,1,,,,51,1301,va
6773,511301,36855.0,5531.0,40091.0,2295.0,0.130491199925,0.0541452366347,51 01301,Arlington County (North) ,1,,,,51,1301,va
6006,482501,34057.0,5171.0,37824.0,1404.0,0.1318191088,0.0357907617008,48 02501,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities ",1,,,,48,2501,tx
6007,482501,34057.0,5171.0,37824.0,1404.0,0.1318191088,0.0357907617008,48 02501,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities ",1,,,,48,2501,tx
6008,482501,34057.0,5171.0,37824.0,1404.0,0.1318191088,0.0357907617008,48 02501,"Tarrant County (Northeast)--Grapevine, Southlake & Colleyville Cities ",1,,,,48,2501,tx
1229,8823,34573.0,5253.0,38537.0,1289.0,0.131898759604,0.0323657911917,08 00823,Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery ,1,,,,8,823,co
1228,8823,34573.0,5253.0,38537.0,1289.0,0.131898759604,0.0323657911917,08 00823,Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery ,1,,,,8,823,co
1227,8823,34573.0,5253.0,38537.0,1289.0,0.131898759604,0.0323657911917,08 00823,Douglas (Northeast) & Elbert (West) Counties--Parker Town & The Pinery ,1,,,,8,823,co
1858,131002,32219.0,4962.0,35418.0,1763.0,0.133455259407,0.0474166913208,13 01002,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City ,1,,,,13,1002,ga
1857,131002,32219.0,4962.0,35418.0,1763.0,0.133455259407,0.0474166913208,13 01002,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City ,1,,,,13,1002,ga
1859,131002,32219.0,4962.0,35418.0,1763.0,0.133455259407,0.0474166913208,13 01002,Atlanta Regional Commission (Central)--Fulton County (Northeast)--Johns Creek City ,1,,,,13,1002,ga
6161,484604,50937.0,7849.0,54465.0,4321.0,0.133518184602,0.0735038954853,48 04604,Houston City (West Central)--South of I-10 & Inside Loop I-610 ,1,,,,48,4604,tx
6160,484604,50937.0,7849.0,54465.0,4321.0,0.133518184602,0.0735038954853,48 04604,Houston City (West Central)--South of I-10 & Inside Loop I-610 ,1,,,,48,4604,tx
6159,484604,50937.0,7849.0,54465.0,4321.0,0.133518184602,0.0735038954853,48 04604,Houston City (West Central)--South of I-10 & Inside Loop I-610 ,1,,,,48,4604,tx
6751,4935009,26783.0,4142.0,29904.0,1021.0,0.13393694422,0.0330153597413,49 35009,Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities ,1,,,,49,35009,ut
6750,4935009,26783.0,4142.0,29904.0,1021.0,0.13393694422,0.0330153597413,49 35009,Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities ,1,,,,49,35009,ut
6749,4935009,26783.0,4142.0,29904.0,1021.0,0.13393694422,0.0330153597413,49 35009,Salt Lake County (South & East Central)--Draper (Northwest) & Sandy (South) Cities ,1,,,,49,35009,ut
3313,262906,50660.0,7986.0,56286.0,2360.0,0.136172970024,0.0402414486922,26 02906,Oakland County (Central)--Birmingham & Bloomfield Area ,1,,,,26,2906,mi
3314,262906,50660.0,7986.0,56286.0,2360.0,0.136172970024,0.0402414486922,26 02906,Oakland County (Central)--Birmingham & Bloomfield Area ,1,,,,26,2906,mi
3312,262906,50660.0,7986.0,56286.0,2360.0,0.136172970024,0.0402414486922,26 02906,Oakland County (Central)--Birmingham & Bloomfield Area ,1,,,,26,2906,mi
5892,481902,39110.0,6166.0,42238.0,3038.0,0.136186942309,0.0670995670996,48 01902,Collin County (Southwest)--Plano City (West) ,1,,,,48,1902,tx
5894,481902,39110.0,6166.0,42238.0,3038.0,0.136186942309,0.0670995670996,48 01902,Collin County (Southwest)--Plano City (West) ,1,,,,48,1902,tx
5893,481902,39110.0,6166.0,42238.0,3038.0,0.136186942309,0.0670995670996,48 01902,Collin County (Southwest)--Plano City (West) ,1,,,,48,1902,tx
4070,342302,42805.0,6830.0,46498.0,3137.0,0.137604512944,0.063201370001,34 02302,Mercer County (North)--Princeton Borough ,1,,,,34,2302,nj
4069,342302,42805.0,6830.0,46498.0,3137.0,0.137604512944,0.063201370001,34 02302,Mercer County (North)--Princeton Borough ,1,,,,34,2302,nj
4068,342302,42805.0,6830.0,46498.0,3137.0,0.137604512944,0.063201370001,34 02302,Mercer County (North)--Princeton Borough ,1,,,,34,2302,nj
6896,5151244,32022.0,5121.0,36416.0,727.0,0.137872546644,0.0195730016423,51 51244,Prince William County (North & West)--Linton Hall & Gainesville ,1,,,,51,51244,va
6898,5151244,32022.0,5121.0,36416.0,727.0,0.137872546644,0.0195730016423,51 51244,Prince William County (North & West)--Linton Hall & Gainesville ,1,,,,51,51244,va
6897,5151244,32022.0,5121.0,36416.0,727.0,0.137872546644,0.0195730016423,51 51244,Prince William County (North & West)--Linton Hall & Gainesville ,1,,,,51,51244,va
3642,291701,33100.0,5328.0,36180.0,2248.0,0.138648901842,0.0584990111377,29 01701,St. Charles County (South) ,1,,,,29,1701,mo
3643,291701,33100.0,5328.0,36180.0,2248.0,0.138648901842,0.0584990111377,29 01701,St. Charles County (South) ,1,,,,29,1701,mo
3644,291701,33100.0,5328.0,36180.0,2248.0,0.138648901842,0.0584990111377,29 01701,St. Charles County (South) ,1,,,,29,1701,mo
1257,84106,31680.0,5113.0,35104.0,1689.0,0.138966651265,0.0459054711494,08 04106,El Paso County (North Central)--Colorado Springs City (North) & Monument Town ,1,,,,8,4106,co
1258,84106,31680.0,5113.0,35104.0,1689.0,0.138966651265,0.0459054711494,08 04106,El Paso County (North Central)--Colorado Springs City (North) & Monument Town ,1,,,,8,4106,co
1259,84106,31680.0,5113.0,35104.0,1689.0,0.138966651265,0.0459054711494,08 04106,El Paso County (North Central)--Colorado Springs City (North) & Monument Town ,1,,,,8,4106,co
6935,5159308,34104.0,5512.0,38400.0,1216.0,0.139135702746,0.0306946688207,51 59308,Fairfax County (Northeast)--McLean & Idylwood ,1,,,,51,59308,va
6937,5159308,34104.0,5512.0,38400.0,1216.0,0.139135702746,0.0306946688207,51 59308,Fairfax County (Northeast)--McLean & Idylwood ,1,,,,51,59308,va
6936,5159308,34104.0,5512.0,38400.0,1216.0,0.139135702746,0.0306946688207,51 59308,Fairfax County (Northeast)--McLean & Idylwood ,1,,,,51,59308,va
6920,5159303,40332.0,6564.0,45243.0,1653.0,0.139969293756,0.0352482088025,51 59303,Fairfax County (Central) & Fairfax City--Burke ,1,,,,51,59303,va
6921,5159303,40332.0,6564.0,45243.0,1653.0,0.139969293756,0.0352482088025,51 59303,Fairfax County (Central) & Fairfax City--Burke ,1,,,,51,59303,va
6922,5159303,40332.0,6564.0,45243.0,1653.0,0.139969293756,0.0352482088025,51 59303,Fairfax County (Central) & Fairfax City--Burke ,1,,,,51,59303,va
6326,485305,33696.0,5486.0,37405.0,1777.0,0.1400132714,0.0453524577612,48 05305,Austin City (Northwest) ,1,,,,48,5305,tx
6325,485305,33696.0,5486.0,37405.0,1777.0,0.1400132714,0.0453524577612,48 05305,Austin City (Northwest) ,1,,,,48,5305,tx
6324,485305,33696.0,5486.0,37405.0,1777.0,0.1400132714,0.0453524577612,48 05305,Austin City (Northwest) ,1,,,,48,5305,tx
2262,173310,40188.0,6546.0,44552.0,2182.0,0.14006932854,0.0466897761801,17 03310,"Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships ",1,,,,17,3310,il
2264,173310,40188.0,6546.0,44552.0,2182.0,0.14006932854,0.0466897761801,17 03310,"Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships ",1,,,,17,3310,il
2263,173310,40188.0,6546.0,44552.0,2182.0,0.14006932854,0.0466897761801,17 03310,"Lake County--Vernon, Moraine, West Deerfield & Libertyville (Southeast) Townships ",1,,,,17,3310,il
4982,394000,54439.0,8890.0,60357.0,2972.0,0.140378025865,0.0469295267571,39 04000,Delaware County ,1,,,,39,4000,oh
4981,394000,54439.0,8890.0,60357.0,2972.0,0.140378025865,0.0469295267571,39 04000,Delaware County ,1,,,,39,4000,oh
4980,394000,54439.0,8890.0,60357.0,2972.0,0.140378025865,0.0469295267571,39 04000,Delaware County ,1,,,,39,4000,oh
2960,241001,36089.0,5946.0,39821.0,2214.0,0.141453550613,0.0526703937195,24 01001,"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown ",1,,,,24,1001,md
2958,241001,36089.0,5946.0,39821.0,2214.0,0.141453550613,0.0526703937195,24 01001,"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown ",1,,,,24,1001,md
2959,241001,36089.0,5946.0,39821.0,2214.0,0.141453550613,0.0526703937195,24 01001,"Montgomery County (North & West)--Olney, Damascus, Clarksburg & Darnestown ",1,,,,24,1001,md
4010,341502,38164.0,6302.0,42101.0,2365.0,0.141726262763,0.0531867044483,34 01502,Morris County (West) ,1,,,,34,1502,nj
4009,341502,38164.0,6302.0,42101.0,2365.0,0.141726262763,0.0531867044483,34 01502,Morris County (West) ,1,,,,34,1502,nj
4008,341502,38164.0,6302.0,42101.0,2365.0,0.141726262763,0.0531867044483,34 01502,Morris County (West) ,1,,,,34,1502,nj
1871,131006,42606.0,7037.0,46098.0,3545.0,0.141752110066,0.0714098664464,13 01006,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North) ,1,,,,13,1006,ga
1870,131006,42606.0,7037.0,46098.0,3545.0,0.141752110066,0.0714098664464,13 01006,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North) ,1,,,,13,1006,ga
1869,131006,42606.0,7037.0,46098.0,3545.0,0.141752110066,0.0714098664464,13 01006,Atlanta Regional Commission (Central)--Fulton County (Central)--Atlanta City (North) ,1,,,,13,1006,ga
2233,173203,36132.0,6024.0,40090.0,2066.0,0.142897808141,0.049008444824,17 03203,DuPage County (South Central)--Lisle Township ,1,,,,17,3203,il
2232,173203,36132.0,6024.0,40090.0,2066.0,0.142897808141,0.049008444824,17 03203,DuPage County (South Central)--Lisle Township ,1,,,,17,3203,il
2234,173203,36132.0,6024.0,40090.0,2066.0,0.142897808141,0.049008444824,17 03203,DuPage County (South Central)--Lisle Township ,1,,,,17,3203,il
4904,391801,36319.0,6105.0,40454.0,1970.0,0.143904393739,0.0464359796342,39 01801,"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities ",1,,,,39,1801,oh
4902,391801,36319.0,6105.0,40454.0,1970.0,0.143904393739,0.0464359796342,39 01801,"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities ",1,,,,39,1801,oh
4903,391801,36319.0,6105.0,40454.0,1970.0,0.143904393739,0.0464359796342,39 01801,"Summit County (North & Northwest)--Hudson, Twinsburg & Macedonia Cities ",1,,,,39,1801,oh
2453,181803,34043.0,5767.0,37989.0,1821.0,0.144863099724,0.0457422758101,18 01803,Hamilton County (East)--Noblesville City & Fishers Town (East) ,1,,,,18,1803,in
2451,181803,34043.0,5767.0,37989.0,1821.0,0.144863099724,0.0457422758101,18 01803,Hamilton County (East)--Noblesville City & Fishers Town (East) ,1,,,,18,1803,in
2452,181803,34043.0,5767.0,37989.0,1821.0,0.144863099724,0.0457422758101,18 01803,Hamilton County (East)--Noblesville City & Fishers Town (East) ,1,,,,18,1803,in
2450,181802,38752.0,6588.0,43134.0,2206.0,0.145302161447,0.0486546096162,18 01802,Hamilton County (Central)--Carmel City & Fishers Town (West) ,1,,,,18,1802,in
2449,181802,38752.0,6588.0,43134.0,2206.0,0.145302161447,0.0486546096162,18 01802,Hamilton County (Central)--Carmel City & Fishers Town (West) ,1,,,,18,1802,in
2448,181802,38752.0,6588.0,43134.0,2206.0,0.145302161447,0.0486546096162,18 01802,Hamilton County (Central)--Carmel City & Fishers Town (West) ,1,,,,18,1802,in
2930,24601,39216.0,6764.0,43764.0,2216.0,0.147107438017,0.0481948673336,24 00601,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville ",1,,,,24,601,md
2928,24601,39216.0,6764.0,43764.0,2216.0,0.147107438017,0.0481948673336,24 00601,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville ",1,,,,24,601,md
2929,24601,39216.0,6764.0,43764.0,2216.0,0.147107438017,0.0481948673336,24 00601,"Harford County (North & West)--Bel Air Town, Fallston & Jarrettsville ",1,,,,24,601,md
4015,341504,34694.0,6017.0,39089.0,1622.0,0.147797892461,0.0398418117953,34 01504,"Morris County (South)--Morristown Town, Madison & Florham Park Boroughs ",1,,,,34,1504,nj
4016,341504,34694.0,6017.0,39089.0,1622.0,0.147797892461,0.0398418117953,34 01504,"Morris County (South)--Morristown Town, Madison & Florham Park Boroughs ",1,,,,34,1504,nj
4014,341504,34694.0,6017.0,39089.0,1622.0,0.147797892461,0.0398418117953,34 01504,"Morris County (South)--Morristown Town, Madison & Florham Park Boroughs ",1,,,,34,1504,nj
6926,5159305,34868.0,6059.0,39356.0,1571.0,0.148044078481,0.0383854179393,51 59305,"Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East) ",1,,,,51,59305,va
6928,5159305,34868.0,6059.0,39356.0,1571.0,0.148044078481,0.0383854179393,51 59305,"Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East) ",1,,,,51,59305,va
6927,5159305,34868.0,6059.0,39356.0,1571.0,0.148044078481,0.0383854179393,51 59305,"Fairfax County (North Central)--Vienna Town, Oakton & Fair Oaks (East) ",1,,,,51,59305,va
640,63760,44737.0,7785.0,50871.0,1651.0,0.148223601538,0.0314344465176,06 03760,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities ",1,,,,6,3760,ca
641,63760,44737.0,7785.0,50871.0,1651.0,0.148223601538,0.0314344465176,06 03760,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities ",1,,,,6,3760,ca
639,63760,44737.0,7785.0,50871.0,1651.0,0.148223601538,0.0314344465176,06 03760,"Los Angeles County--Redondo Beach, Manhattan Beach & Hermosa Beach Cities ",1,,,,6,3760,ca
6393,485914,30255.0,5266.0,33655.0,1866.0,0.14825033079,0.0525323048338,48 05914,Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities ,1,,,,48,5914,tx
6395,485914,30255.0,5266.0,33655.0,1866.0,0.14825033079,0.0525323048338,48 05914,Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities ,1,,,,48,5914,tx
6394,485914,30255.0,5266.0,33655.0,1866.0,0.14825033079,0.0525323048338,48 05914,Bexar County (Northwest)--San Antonio (Far Northwest) & Helotes Cities ,1,,,,48,5914,tx
2995,241106,34331.0,6023.0,39509.0,845.0,0.149254101204,0.0209396837984,24 01106,"Prince George's County (South)--Clinton, Fort Washington (South), Rosaryville & Croom ",1,,,,24,1106,md
2994,241106,34331.0,6023.0,39509.0,845.0,0.149254101204,0.0209396837984,24 01106,"Prince George's County (South)--Clinton, Fort Washington (South), Rosaryville & Croom ",1,,,,24,1106,md
2996,241106,34331.0,6023.0,39509.0,845.0,0.149254101204,0.0209396837984,24 01106,"Prince George's County (South)--Clinton, Fort Washington (South), Rosaryville & Croom ",1,,,,24,1106,md
3946,341001,32360.0,5687.0,36309.0,1738.0,0.149473020212,0.045680342734,34 01001,Somerset County (North & West) ,1,,,,34,1001,nj
3947,341001,32360.0,5687.0,36309.0,1738.0,0.149473020212,0.045680342734,34 01001,Somerset County (North & West) ,1,,,,34,1001,nj
3945,341001,32360.0,5687.0,36309.0,1738.0,0.149473020212,0.045680342734,34 01001,Somerset County (North & West) ,1,,,,34,1001,nj
3893,34308,29281.0,5148.0,33026.0,1403.0,0.149525109646,0.0407505300764,34 00308,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs ",1,,,,34,308,nj
3892,34308,29281.0,5148.0,33026.0,1403.0,0.149525109646,0.0407505300764,34 00308,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs ",1,,,,34,308,nj
3891,34308,29281.0,5148.0,33026.0,1403.0,0.149525109646,0.0407505300764,34 00308,"Bergen County (Central)--Ridgewood Village, Glen Rock & Westwood Boroughs ",1,,,,34,308,nj
6934,5159307,47069.0,8330.0,54037.0,1362.0,0.150363724977,0.0245852813228,51 59307,Fairfax County (Northwest)--Reston (North) & Franklin Farm ,1,,,,51,59307,va
6933,5159307,47069.0,8330.0,54037.0,1362.0,0.150363724977,0.0245852813228,51 59307,Fairfax County (Northwest)--Reston (North) & Franklin Farm ,1,,,,51,59307,va
6932,5159307,47069.0,8330.0,54037.0,1362.0,0.150363724977,0.0245852813228,51 59307,Fairfax County (Northwest)--Reston (North) & Franklin Farm ,1,,,,51,59307,va
6333,485308,36390.0,6482.0,40522.0,2350.0,0.151194252659,0.0548143310319,48 05308,"Austin City (Southwest), Lost Creek & Barton Creek ",1,,,,48,5308,tx
6334,485308,36390.0,6482.0,40522.0,2350.0,0.151194252659,0.0548143310319,48 05308,"Austin City (Southwest), Lost Creek & Barton Creek ",1,,,,48,5308,tx
6335,485308,36390.0,6482.0,40522.0,2350.0,0.151194252659,0.0548143310319,48 05308,"Austin City (Southwest), Lost Creek & Barton Creek ",1,,,,48,5308,tx
5904,481906,33581.0,6021.0,37382.0,2220.0,0.15203777587,0.0560577748599,48 01906,Collin County (Northwest)--Frisco City (East) & Prosper Town ,1,,,,48,1906,tx
5906,481906,33581.0,6021.0,37382.0,2220.0,0.15203777587,0.0560577748599,48 01906,Collin County (Northwest)--Frisco City (East) & Prosper Town ,1,,,,48,1906,tx
5905,481906,33581.0,6021.0,37382.0,2220.0,0.15203777587,0.0560577748599,48 01906,Collin County (Northwest)--Frisco City (East) & Prosper Town ,1,,,,48,1906,tx
7091,5311704,33454.0,6001.0,37570.0,1885.0,0.152097326068,0.0477759472817,53 11704,"Snohomish County (South Central)--Bothell (North), Mill Creek Cities & Silver Firs ",1,,,,53,11704,wa
7092,5311704,33454.0,6001.0,37570.0,1885.0,0.152097326068,0.0477759472817,53 11704,"Snohomish County (South Central)--Bothell (North), Mill Creek Cities & Silver Firs ",1,,,,53,11704,wa
7093,5311704,33454.0,6001.0,37570.0,1885.0,0.152097326068,0.0477759472817,53 11704,"Snohomish County (South Central)--Bothell (North), Mill Creek Cities & Silver Firs ",1,,,,53,11704,wa
7081,5311616,34036.0,6106.0,38019.0,2123.0,0.152110009466,0.0528872502616,53 11616,"King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill ",1,,,,53,11616,wa
7080,5311616,34036.0,6106.0,38019.0,2123.0,0.152110009466,0.0528872502616,53 11616,"King County (Northeast)--Snoqualmie City, Cottage Lake, Union Hill & Novelty Hill ",1,,,,53,11616,wa
